subjectID,age,gender,block_i,trial_i,go_cue,block,fixation_duration,blank_interval,response,rt,correct,inter_trial_interval,focus,Fullscreen,time_elapsed,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution
5m35,null,null,0,1,left,practice,600,0,leftarrow,675,true,1300,focus,yes,161248,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,2,right,practice,600,0,rightarrow,455,true,1300,focus,yes,165670,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,3,right,practice,600,0,rightarrow,476,true,1400,focus,yes,170316,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,4,left,practice,600,0,leftarrow,430,true,1300,focus,yes,174713,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,5,right,practice,600,0,rightarrow,438,true,1400,focus,yes,179320,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,6,left,practice,600,0,leftarrow,412,true,1200,focus,yes,183501,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,7,left,practice,600,0,leftarrow,467,true,1500,focus,yes,188337,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,8,right,practice,600,0,rightarrow,577,true,1300,focus,yes,192883,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,9,right,practice,600,0,rightarrow,583,true,1500,focus,yes,197835,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,10,left,practice,600,0,leftarrow,407,true,1100,focus,yes,201809,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,11,left,practice,600,0,leftarrow,518,true,1200,focus,yes,206099,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,12,right,practice,600,0,rightarrow,681,true,1200,focus,yes,210543,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,13,left,practice,600,0,leftarrow,360,true,1400,focus,yes,215069,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,14,right,practice,600,0,rightarrow,406,true,1000,focus,yes,218845,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,15,left,practice,600,0,leftarrow,385,true,1400,focus,yes,223397,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,16,right,practice,600,0,rightarrow,431,true,1500,focus,yes,228199,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,17,left,practice,600,0,leftarrow,307,true,1500,focus,yes,232873,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,18,right,practice,600,0,rightarrow,359,true,1500,focus,yes,237598,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,19,left,practice,600,0,leftarrow,365,true,1200,focus,yes,241726,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,0,20,right,practice,600,0,rightarrow,526,true,1500,focus,yes,246622,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,21,left,varied,200,0,leftarrow,408,true,1400,focus,yes,279141,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,22,right,varied,1000,0,rightarrow,453,true,1000,focus,yes,282609,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,23,left,varied,800,0,leftarrow,441,true,1300,focus,yes,286466,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,24,right,varied,400,0,rightarrow,464,true,1200,focus,yes,289745,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,25,right,varied,400,0,rightarrow,417,true,1300,focus,yes,293176,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,26,left,varied,600,0,leftarrow,417,true,1300,focus,yes,296806,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,27,left,varied,1000,0,leftarrow,395,true,1200,focus,yes,300610,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,28,right,varied,400,0,rightarrow,457,true,1000,focus,yes,303478,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,29,left,varied,200,0,leftarrow,464,true,1000,focus,yes,306152,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,30,right,varied,200,0,rightarrow,592,true,1400,focus,yes,309753,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,31,left,varied,1000,0,leftarrow,441,true,1000,focus,yes,313210,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,32,right,varied,600,0,rightarrow,469,true,1400,focus,yes,317095,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,33,right,varied,200,0,rightarrow,584,true,1000,focus,yes,319891,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,34,left,varied,1000,0,leftarrow,455,true,1100,focus,yes,323559,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,35,right,varied,200,0,rightarrow,358,true,1300,focus,yes,326728,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,36,left,varied,800,0,leftarrow,281,true,1400,focus,yes,330622,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,37,left,varied,800,0,rightarrow,303,false,1100,focus,yes,333935,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,38,right,varied,600,0,rightarrow,527,true,1000,focus,yes,337075,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,39,right,varied,800,0,rightarrow,433,true,1100,focus,yes,340525,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,40,left,varied,400,0,leftarrow,405,true,1400,focus,yes,344146,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,41,left,varied,200,0,leftarrow,448,true,1500,focus,yes,347807,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,42,right,varied,200,0,rightarrow,396,true,1200,focus,yes,350818,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,43,right,varied,1000,0,rightarrow,486,true,1100,focus,yes,354518,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,44,left,varied,600,0,leftarrow,400,true,1100,focus,yes,357728,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
5m35,null,null,1,45,right,varied,200,0,rightarrow,440,true,1500,focus,yes,361378,Chrome,89.0,macOS,10.14.6,undefined,undefined,1440 x 900,1440 x 900
